Datetime,Open,High,Low,Close,Adj Close,Volume,Repaired?
2023-07-26 04:40:00-04:00,378.62,378.62,378.62,378.62,378.62,0,
2023-07-26 04:42:00-04:00,378.61,378.61,378.52,378.52,378.52,0,
2023-07-26 04:43:00-04:00,378.54,378.54,378.49,378.5,378.5,0,
2023-07-26 04:44:00-04:00,378.55,378.55,378.51,378.51,378.51,0,
2023-07-26 04:45:00-04:00,378.52,378.53,378.52,378.53,378.53,0,
2023-07-26 04:46:00-04:00,378.52,378.55,378.52,378.55,378.55,0,
2023-07-26 04:47:00-04:00,378.5,378.5,378.44,378.44,378.44,0,
2023-07-26 04:48:00-04:00,378.47,378.49,378.46,378.49,378.49,0,
2023-07-26 04:49:00-04:00,378.43,378.43,378.39,378.4,378.4,0,
2023-07-26 04:50:00-04:00,378.31,378.31,378.29,378.29,378.29,0,
2023-07-26 04:52:00-04:00,378.36,378.36,378.3,378.33,378.33,0,
2023-07-26 04:54:00-04:00,378.3,378.3,378.3,378.3,378.3,0,
2023-07-26 04:55:00-04:00,378.32,378.36,378.3,378.3,378.3,0,
2023-07-26 04:56:00-04:00,378.29,378.29,378.22,378.22,378.22,0,
2023-07-26 04:57:00-04:00,378.23,378.28,378.23,378.28,378.28,0,
2023-07-26 04:58:00-04:00,378.3,378.3,378.3,378.3,378.3,0,
2023-07-26 04:59:00-04:00,378.3,378.3,378.3,378.3,378.3,0,
2023-07-26 05:00:00-04:00,378.37,378.37,378.37,378.37,378.37,0,
2023-07-26 05:01:00-04:00,378.35,378.37,378.35,378.37,378.37,0,
2023-07-26 05:02:00-04:00,378.39,378.39,378.38,378.38,378.38,0,
2023-07-26 05:03:00-04:00,378.37,378.4,378.37,378.4,378.4,0,
2023-07-26 05:07:00-04:00,378.5,378.5,378.46,378.46,378.46,0,
2023-07-26 05:08:00-04:00,378.5,378.5,378.5,378.5,378.5,0,
2023-07-26 05:09:00-04:00,378.53,378.53,378.53,378.53,378.53,0,
2023-07-26 05:10:00-04:00,378.5,378.5,378.46,378.48,378.48,0,
2023-07-26 05:11:00-04:00,378.46,378.46,378.42,378.42,378.42,0,
2023-07-26 05:12:00-04:00,378.43,378.43,378.38,378.38,378.38,0,
2023-07-26 05:13:00-04:00,378.33,378.33,378.3,378.3,378.3,0,
2023-07-26 05:14:00-04:00,378.25,378.25,378.16,378.16,378.16,0,
2023-07-26 05:15:00-04:00,378.19,378.19,378.19,378.19,378.19,0,
2023-07-26 05:16:00-04:00,378.31,378.31,378.31,378.31,378.31,0,
2023-07-26 05:17:00-04:00,378.29,378.29,378.29,378.29,378.29,0,
2023-07-26 05:18:00-04:00,378.34,378.34,378.34,378.34,378.34,0,
2023-07-26 05:19:00-04:00,378.31,378.31,378.31,378.31,378.31,0,
2023-07-26 05:20:00-04:00,378.32,378.32,378.32,378.32,378.32,0,
2023-07-26 05:21:00-04:00,378.37,378.37,378.37,378.37,378.37,0,
2023-07-26 05:22:00-04:00,378.37,378.41,378.37,378.39,378.39,0,
2023-07-26 05:23:00-04:00,378.4,378.4,378.4,378.4,378.4,0,
2023-07-26 05:24:00-04:00,378.49,378.49,378.49,378.49,378.49,0,
2023-07-26 05:25:00-04:00,378.5,378.5,378.44,378.44,378.44,0,
2023-07-26 05:26:00-04:00,378.46,378.46,378.46,378.46,378.46,0,
2023-07-26 05:27:00-04:00,378.46,378.46,378.45,378.45,378.45,0,
2023-07-26 05:28:00-04:00,378.4,378.4,378.4,378.4,378.4,0,
2023-07-26 05:29:00-04:00,378.39,378.39,378.39,378.39,378.39,0,
2023-07-26 05:30:00-04:00,378.39,378.45,378.39,378.45,378.45,0,
2023-07-26 05:31:00-04:00,378.49,378.5,378.49,378.5,378.5,0,
2023-07-26 05:32:00-04:00,378.48,378.48,378.48,378.48,378.48,0,
2023-07-26 05:33:00-04:00,378.45,378.48,378.44,378.48,378.48,0,
2023-07-26 05:34:00-04:00,378.5,378.53,378.49,378.53,378.53,0,
2023-07-26 05:35:00-04:00,378.52,378.52,378.5,378.5,378.5,0,
2023-07-26 05:36:00-04:00,378.38,378.38,378.34,378.34,378.34,0,
2023-07-26 05:37:00-04:00,378.37,378.38,378.35,378.35,378.35,0,
2023-07-26 05:38:00-04:00,378.34,378.34,378.27,378.31,378.31,0,
2023-07-26 05:39:00-04:00,378.21,378.21,378.2,378.2,378.2,0,
2023-07-26 05:40:00-04:00,378.16,378.16,378.08,378.1,378.1,0,
2023-07-26 05:41:00-04:00,378.1,378.1,378.08,378.09,378.09,0,
2023-07-26 05:42:00-04:00,378.1,378.23,378.1,378.23,378.23,0,
2023-07-26 05:43:00-04:00,378.22,378.22,378.22,378.22,378.22,0,
2023-07-26 05:44:00-04:00,378.2,378.2,378.2,378.2,378.2,0,
2023-07-26 05:45:00-04:00,378.22,378.22,378.22,378.22,378.22,0,
2023-07-26 05:46:00-04:00,378.2,378.2,378.2,378.2,378.2,0,
2023-07-26 05:47:00-04:00,378.32,378.32,378.28,378.28,378.28,0,
2023-07-26 05:48:00-04:00,378.26,378.26,378.26,378.26,378.26,0,
2023-07-26 05:49:00-04:00,378.26,378.26,378.24,378.24,378.24,0,
2023-07-26 05:51:00-04:00,378.22,378.22,378.22,378.22,378.22,0,
2023-07-26 05:52:00-04:00,378.23,378.23,378.23,378.23,378.23,0,
2023-07-26 05:53:00-04:00,378.25,378.25,378.25,378.25,378.25,0,
2023-07-26 05:55:00-04:00,378.2,378.2,378.2,378.2,378.2,0,
2023-07-26 05:56:00-04:00,378.27,378.27,378.24,378.27,378.27,0,
2023-07-26 05:57:00-04:00,378.32,378.37,378.32,378.37,378.37,0,
2023-07-26 05:58:00-04:00,378.35,378.35,378.35,378.35,378.35,0,
2023-07-26 05:59:00-04:00,378.35,378.35,378.35,378.35,378.35,0,
2023-07-26 06:00:00-04:00,378.36,378.41,378.36,378.41,378.41,0,
2023-07-26 06:02:00-04:00,378.46,378.46,378.46,378.46,378.46,0,
2023-07-26 06:03:00-04:00,378.38,378.38,378.38,378.38,378.38,0,
2023-07-26 06:05:00-04:00,378.39,378.4,378.37,378.37,378.37,0,
2023-07-26 06:06:00-04:00,378.37,378.37,378.36,378.36,378.36,0,
2023-07-26 06:07:00-04:00,378.3,378.35,378.29,378.35,378.35,0,
2023-07-26 06:08:00-04:00,378.3,378.3,378.3,378.3,378.3,0,
2023-07-26 06:11:00-04:00,378.31,378.31,378.31,378.31,378.31,0,
2023-07-26 06:12:00-04:00,378.25,378.25,378.19,378.19,378.19,0,
2023-07-26 06:13:00-04:00,378.14,378.14,378.12,378.13,378.13,0,
2023-07-26 06:14:00-04:00,378.1,378.14,378.06,378.07,378.07,0,
2023-07-26 06:16:00-04:00,378.21,378.21,378.19,378.19,378.19,0,
2023-07-26 06:18:00-04:00,378.16,378.16,378.15,378.15,378.15,0,
2023-07-26 06:19:00-04:00,378.16,378.16,378.16,378.16,378.16,0,
2023-07-26 06:20:00-04:00,378.11,378.11,378.02,378.02,378.02,0,
2023-07-26 06:21:00-04:00,378.0,378.03,377.98,378.0,378.0,0,
2023-07-26 06:22:00-04:00,378.01,378.01,378.01,378.01,378.01,0,
2023-07-26 06:23:00-04:00,378.02,378.02,377.8,377.82,377.82,0,
2023-07-26 06:24:00-04:00,377.82,377.82,377.73,377.8,377.8,0,
2023-07-26 06:25:00-04:00,377.8,377.81,377.72,377.72,377.72,0,
2023-07-26 06:26:00-04:00,377.78,377.85,377.78,377.78,377.78,0,
2023-07-26 06:27:00-04:00,377.82,377.85,377.78,377.78,377.78,0,
2023-07-26 06:28:00-04:00,377.87,377.87,377.87,377.87,377.87,0,
2023-07-26 06:29:00-04:00,377.8,377.82,377.8,377.81,377.81,0,
2023-07-26 06:30:00-04:00,377.84,377.84,377.84,377.84,377.84,0,
2023-07-26 06:31:00-04:00,377.85,377.88,377.85,377.88,377.88,0,
2023-07-26 06:32:00-04:00,377.99,377.99,377.99,377.99,377.99,0,
2023-07-26 06:33:00-04:00,378.0,378.0,377.98,377.98,377.98,0,
2023-07-26 06:34:00-04:00,378.01,378.01,377.97,377.98,377.98,0,
2023-07-26 06:35:00-04:00,378.0,378.0,378.0,378.0,378.0,0,
2023-07-26 06:36:00-04:00,378.05,378.06,378.05,378.06,378.06,0,
2023-07-26 06:37:00-04:00,378.08,378.08,378.08,378.08,378.08,0,
2023-07-26 06:38:00-04:00,378.05,378.05,378.05,378.05,378.05,0,
2023-07-26 06:39:00-04:00,377.97,377.98,377.94,377.98,377.98,0,
2023-07-26 06:40:00-04:00,377.92,377.92,377.9,377.9,377.9,0,
2023-07-26 06:41:00-04:00,377.9,377.92,377.9,377.92,377.92,0,
2023-07-26 06:43:00-04:00,377.98,377.98,377.97,377.97,377.97,0,
2023-07-26 06:44:00-04:00,377.94,378.0,377.94,377.99,377.99,0,
2023-07-26 06:45:00-04:00,377.95,377.97,377.86,377.86,377.86,0,
2023-07-26 06:46:00-04:00,377.92,377.96,377.91,377.96,377.96,0,
2023-07-26 06:47:00-04:00,378.0,378.01,377.99,378.01,378.01,0,
2023-07-26 06:49:00-04:00,378.0,378.01,377.96,378.01,378.01,0,
2023-07-26 06:50:00-04:00,377.93,377.93,377.93,377.93,377.93,0,
2023-07-26 06:51:00-04:00,377.92,377.95,377.9,377.9,377.9,0,
2023-07-26 06:52:00-04:00,377.88,377.93,377.84,377.85,377.85,0,
2023-07-26 06:53:00-04:00,377.89,377.89,377.89,377.89,377.89,0,
2023-07-26 06:54:00-04:00,377.97,377.97,377.97,377.97,377.97,0,
2023-07-26 06:55:00-04:00,377.99,377.99,377.94,377.94,377.94,0,
2023-07-26 06:56:00-04:00,377.93,377.93,377.91,377.91,377.91,0,
2023-07-26 06:57:00-04:00,377.93,377.93,377.93,377.93,377.93,0,
2023-07-26 06:58:00-04:00,377.9,377.9,377.84,377.84,377.84,0,
2023-07-26 06:59:00-04:00,377.83,377.83,377.83,377.83,377.83,0,
2023-07-26 07:00:00-04:00,377.92,377.97,377.9,377.97,377.97,0,
2023-07-26 07:01:00-04:00,377.95,377.98,377.94,377.94,377.94,0,
2023-07-26 07:02:00-04:00,377.91,377.93,377.85,377.88,377.88,0,
2023-07-26 07:03:00-04:00,377.85,377.86,377.85,377.86,377.86,0,
2023-07-26 07:04:00-04:00,377.84,377.92,377.84,377.92,377.92,0,
2023-07-26 07:05:00-04:00,377.87,377.93,377.85,377.87,377.87,0,
2023-07-26 07:06:00-04:00,377.9,377.919,377.87,377.89,377.89,0,
2023-07-26 07:07:00-04:00,377.9,377.93,377.9,377.93,377.93,0,
2023-07-26 07:08:00-04:00,377.93,377.95,377.93,377.95,377.95,0,
2023-07-26 07:09:00-04:00,377.96,377.96,377.89,377.89,377.89,0,
2023-07-26 07:10:00-04:00,377.89,377.94,377.89,377.94,377.94,0,
2023-07-26 07:11:00-04:00,377.94,377.97,377.91,377.97,377.97,0,
2023-07-26 07:12:00-04:00,377.93,377.95,377.93,377.95,377.95,0,
2023-07-26 07:13:00-04:00,377.97,377.97,377.95,377.95,377.95,0,
2023-07-26 07:14:00-04:00,377.94,377.98,377.89,377.93,377.93,0,
2023-07-26 07:15:00-04:00,377.97,378.0,377.97,378.0,378.0,0,
2023-07-26 07:16:00-04:00,378.05,378.14,378.03,378.13,378.13,0,
2023-07-26 07:17:00-04:00,378.19,378.23,378.15,378.15,378.15,0,
2023-07-26 07:18:00-04:00,378.2,378.21,378.18,378.21,378.21,0,
2023-07-26 07:19:00-04:00,378.2,378.3,378.19,378.29,378.29,0,
2023-07-26 07:20:00-04:00,378.3,378.32,378.29,378.29,378.29,0,
2023-07-26 07:21:00-04:00,378.25,378.25,378.24,378.25,378.25,0,
2023-07-26 07:22:00-04:00,378.27,378.32,378.27,378.32,378.32,0,
2023-07-26 07:23:00-04:00,378.34,378.37,378.34,378.37,378.37,0,
2023-07-26 07:24:00-04:00,378.33,378.33,378.32,378.32,378.32,0,
2023-07-26 07:25:00-04:00,378.32,378.32,378.32,378.32,378.32,0,
2023-07-26 07:26:00-04:00,378.349,378.349,378.29,378.29,378.29,0,
2023-07-26 07:27:00-04:00,378.25,378.25,378.2,378.2,378.2,0,
2023-07-26 07:28:00-04:00,378.17,378.17,378.14,378.16,378.16,0,
2023-07-26 07:29:00-04:00,378.13,378.18,378.11,378.15,378.15,0,
2023-07-26 07:30:00-04:00,378.16,378.16,378.05,378.05,378.05,0,
2023-07-26 07:31:00-04:00,378.0,378.0,377.97,378.0,378.0,0,
2023-07-26 07:32:00-04:00,378.0,378.03,377.97,378.01,378.01,0,
2023-07-26 07:33:00-04:00,377.97,378.08,377.96,378.08,378.08,0,
2023-07-26 07:34:00-04:00,378.07,378.09,378.0,378.0,378.0,0,
2023-07-26 07:35:00-04:00,378.0,378.0,377.9,377.9,377.9,0,
2023-07-26 07:36:00-04:00,377.88,377.89,377.85,377.88,377.88,0,
2023-07-26 07:37:00-04:00,377.87,377.92,377.87,377.9,377.9,0,
2023-07-26 07:38:00-04:00,377.8,377.87,377.79,377.79,377.79,0,
2023-07-26 07:39:00-04:00,377.82,377.82,377.76,377.79,377.79,0,
2023-07-26 07:40:00-04:00,377.79,377.82,377.79,377.8,377.8,0,
2023-07-26 07:41:00-04:00,377.85,377.86,377.85,377.86,377.86,0,
2023-07-26 07:42:00-04:00,377.88,377.92,377.88,377.91,377.91,0,
2023-07-26 07:43:00-04:00,377.93,377.97,377.92,377.94,377.94,0,
2023-07-26 07:44:00-04:00,377.95,377.99,377.95,377.97,377.97,0,
2023-07-26 07:46:00-04:00,377.98,377.98,377.98,377.98,377.98,0,
2023-07-26 07:47:00-04:00,378.0,378.1,378.0,378.07,378.07,0,
2023-07-26 07:48:00-04:00,378.08,378.08,377.96,377.96,377.96,0,
2023-07-26 07:49:00-04:00,377.91,377.94,377.91,377.91,377.91,0,
2023-07-26 07:50:00-04:00,377.92,377.98,377.919,377.98,377.98,0,
2023-07-26 07:51:00-04:00,378.05,378.07,378.05,378.07,378.07,0,
2023-07-26 07:52:00-04:00,378.02,378.07,378.02,378.07,378.07,0,
2023-07-26 07:53:00-04:00,378.07,378.1,378.05,378.1,378.1,0,
2023-07-26 07:54:00-04:00,378.11,378.13,378.11,378.13,378.13,0,
2023-07-26 07:55:00-04:00,378.13,378.13,378.13,378.13,378.13,0,
2023-07-26 07:56:00-04:00,378.02,378.04,378.001,378.04,378.04,0,
2023-07-26 07:57:00-04:00,378.01,378.01,377.91,377.91,377.91,0,
2023-07-26 07:58:00-04:00,377.88,377.91,377.88,377.91,377.91,0,
2023-07-26 07:59:00-04:00,377.979,377.979,377.979,377.979,377.979,0,
2023-07-26 08:00:00-04:00,377.9198,378.68,377.72,377.84,377.84,0,
2023-07-26 08:01:00-04:00,378.65,379.01,377.76,379.0,379.0,0,
2023-07-26 08:02:00-04:00,378.78,379.064,377.791,378.6,378.6,0,
2023-07-26 08:03:00-04:00,378.65,379.0,377.82,377.84,377.84,0,
2023-07-26 08:04:00-04:00,377.82,377.85,377.81,377.85,377.85,0,
2023-07-26 08:05:00-04:00,377.86,377.87,377.82,377.83,377.83,0,
2023-07-26 08:06:00-04:00,377.81,377.81,377.53,377.65,377.65,0,
2023-07-26 08:07:00-04:00,377.65,377.65,377.5404,377.5604,377.5604,0,
2023-07-26 08:08:00-04:00,377.58,377.58,377.44,377.495,377.495,0,
2023-07-26 08:09:00-04:00,377.46,377.54,377.4,377.52,377.52,0,
2023-07-26 08:10:00-04:00,377.51,377.59,377.49,377.58,377.58,0,
2023-07-26 08:11:00-04:00,377.59,377.59,377.55,377.55,377.55,0,
2023-07-26 08:12:00-04:00,377.56,377.64,377.49,377.6,377.6,0,
2023-07-26 08:13:00-04:00,377.64,377.65,377.58,377.63,377.63,0,
2023-07-26 08:14:00-04:00,377.66,377.69,377.64,377.69,377.69,0,
2023-07-26 08:15:00-04:00,377.69,377.7,377.65,377.7,377.7,0,
2023-07-26 08:16:00-04:00,377.7,377.76,377.7,377.75,377.75,0,
2023-07-26 08:17:00-04:00,377.76,377.8,377.74,377.8,377.8,0,
2023-07-26 08:18:00-04:00,377.79,377.82,377.755,377.77,377.77,0,
2023-07-26 08:19:00-04:00,377.7801,377.805,377.74,377.76,377.76,0,
2023-07-26 08:20:00-04:00,377.775,377.84,377.77,377.82,377.82,0,
2023-07-26 08:21:00-04:00,377.785,377.82,377.73,377.73,377.73,0,
2023-07-26 08:22:00-04:00,377.73,377.76,377.68,377.7,377.7,0,
2023-07-26 08:23:00-04:00,377.68,377.84,377.67,377.83,377.83,0,
2023-07-26 08:24:00-04:00,377.8301,377.9,377.8101,377.87,377.87,0,
2023-07-26 08:25:00-04:00,377.86,377.86,377.8,377.8,377.8,0,
2023-07-26 08:26:00-04:00,377.82,377.82,377.8,377.81,377.81,0,
2023-07-26 08:27:00-04:00,377.82,377.88,377.82,377.87,377.87,0,
2023-07-26 08:28:00-04:00,377.8201,377.97,377.8201,377.95,377.95,0,
2023-07-26 08:29:00-04:00,377.98,378.0,377.96,378.0,378.0,0,
2023-07-26 08:30:00-04:00,378.01,378.04,377.96,378.03,378.03,0,
2023-07-26 08:31:00-04:00,378.05,378.1,378.05,378.1,378.1,0,
2023-07-26 08:32:00-04:00,378.1,378.17,378.07,378.12,378.12,0,
2023-07-26 08:33:00-04:00,378.12,378.24,378.12,378.23,378.23,0,
2023-07-26 08:34:00-04:00,378.22,378.23,378.17,378.18,378.18,0,
2023-07-26 08:35:00-04:00,378.21,378.21,378.06,378.06,378.06,0,
2023-07-26 08:36:00-04:00,378.15,378.15,378.1,378.1,378.1,0,
2023-07-26 08:37:00-04:00,378.1,378.16,378.1,378.155,378.155,0,
2023-07-26 08:38:00-04:00,378.12,378.13,378.06,378.07,378.07,0,
2023-07-26 08:39:00-04:00,378.06,378.0895,378.01,378.01,378.01,0,
2023-07-26 08:40:00-04:00,378.04,378.13,378.03,378.03,378.03,0,
2023-07-26 08:41:00-04:00,378.01,378.12,377.99,378.12,378.12,0,
2023-07-26 08:42:00-04:00,378.09,378.15,378.09,378.11,378.11,0,
2023-07-26 08:43:00-04:00,378.08,378.109,378.05,378.055,378.055,0,
2023-07-26 08:44:00-04:00,378.04,378.05,378.0,378.0,378.0,0,
2023-07-26 08:45:00-04:00,377.95,378.0,377.94,377.94,377.94,0,
2023-07-26 08:46:00-04:00,377.93,377.99,377.91,377.97,377.97,0,
2023-07-26 08:47:00-04:00,377.9599,378.78,377.9599,378.03,378.03,0,
2023-07-26 08:48:00-04:00,378.02,378.02,377.92,377.93,377.93,0,
2023-07-26 08:49:00-04:00,377.96,378.03,377.9488,378.0,378.0,0,
2023-07-26 08:50:00-04:00,378.015,378.015,378.0,378.0,378.0,0,
2023-07-26 08:51:00-04:00,377.98,377.98,377.82,377.845,377.845,0,
2023-07-26 08:52:00-04:00,377.86,377.866,377.81,377.83,377.83,0,
2023-07-26 08:53:00-04:00,377.8,377.81,377.75,377.8,377.8,0,
2023-07-26 08:54:00-04:00,377.82,377.86,377.785,377.79,377.79,0,
2023-07-26 08:55:00-04:00,377.79,377.8,377.76,377.78,377.78,0,
2023-07-26 08:56:00-04:00,377.75,377.75,377.64,377.6518,377.6518,0,
2023-07-26 08:57:00-04:00,377.6787,377.73,377.63,377.69,377.69,0,
2023-07-26 08:58:00-04:00,377.705,377.77,377.705,377.73,377.73,0,
2023-07-26 08:59:00-04:00,377.73,377.74,377.6,377.61,377.61,0,
2023-07-26 09:00:00-04:00,377.61,377.71,377.6015,377.69,377.69,0,
2023-07-26 09:01:00-04:00,377.7,377.715,377.65,377.67,377.67,0,
2023-07-26 09:02:00-04:00,377.67,377.73,377.62,377.73,377.73,0,
2023-07-26 09:03:00-04:00,377.73,377.75,377.7,377.74,377.74,0,
2023-07-26 09:04:00-04:00,377.73,377.75,377.675,377.675,377.675,0,
2023-07-26 09:05:00-04:00,377.71,377.75,377.68,377.75,377.75,0,
2023-07-26 09:06:00-04:00,377.7304,377.85,377.73,377.85,377.85,0,
2023-07-26 09:07:00-04:00,377.84,377.87,377.82,377.85,377.85,0,
2023-07-26 09:08:00-04:00,377.87,378.0,377.85,378.0,378.0,0,
2023-07-26 09:09:00-04:00,378.03,378.11,378.0,378.08,378.08,0,
2023-07-26 09:10:00-04:00,378.09,378.09,377.95,378.0,378.0,0,
2023-07-26 09:11:00-04:00,378.0,378.04,377.9,377.95,377.95,0,
2023-07-26 09:12:00-04:00,377.9,377.98,377.88,377.95,377.95,0,
2023-07-26 09:13:00-04:00,377.94,377.98,377.92,377.94,377.94,0,
2023-07-26 09:14:00-04:00,377.94,377.95,377.8,377.8489,377.8489,0,
2023-07-26 09:30:00-04:00,377.7200012207031,378.1982116699219,377.55999755859375,378.1600036621094,378.1600036621094,1018313,
2023-07-26 09:31:00-04:00,378.1596984863281,378.2099914550781,377.4599914550781,377.7690124511719,377.7690124511719,270896,
2023-07-26 09:32:00-04:00,377.760009765625,377.7799987792969,377.0499877929688,377.2091064453125,377.2091064453125,354174,
2023-07-26 09:33:00-04:00,377.1700134277344,377.3800048828125,376.6700134277344,376.75,376.75,296393,
2023-07-26 09:34:00-04:00,376.6900024414063,376.9200134277344,376.510009765625,376.75,376.75,252725,
2023-07-26 09:35:00-04:00,376.7000122070313,376.9700012207031,376.6700134277344,376.8500061035156,376.8500061035156,219933,
2023-07-26 09:36:00-04:00,376.8783874511719,376.9100036621094,376.4299926757813,376.5499877929688,376.5499877929688,279265,
2023-07-26 09:37:00-04:00,376.5400085449219,376.7000122070313,376.4500122070313,376.5299987792969,376.5299987792969,280472,
2023-07-26 09:38:00-04:00,376.5299987792969,376.8399963378906,376.5249938964844,376.7601013183594,376.7601013183594,234835,
2023-07-26 09:39:00-04:00,376.7699890136719,377.0,376.7449951171875,376.9208984375,376.9208984375,173984,
2023-07-26 09:40:00-04:00,376.9400024414063,377.1000061035156,376.75,376.760009765625,376.760009765625,150059,
2023-07-26 09:41:00-04:00,376.760009765625,377.2999877929688,376.75,377.2799987792969,377.2799987792969,174799,
2023-07-26 09:42:00-04:00,377.2699890136719,377.4840087890625,377.18499755859375,377.1900024414063,377.1900024414063,205061,
2023-07-26 09:43:00-04:00,377.1900024414063,377.5299987792969,377.1499938964844,377.4491882324219,377.4491882324219,188909,
2023-07-26 09:44:00-04:00,377.45220947265625,377.5700073242188,377.2699890136719,377.2900085449219,377.2900085449219,154070,
2023-07-26 09:45:00-04:00,377.2999877929688,377.4002990722656,377.0700073242188,377.239990234375,377.239990234375,243923,
2023-07-26 09:46:00-04:00,377.2349853515625,377.489013671875,376.989990234375,377.4150085449219,377.4150085449219,154153,
2023-07-26 09:47:00-04:00,377.3900146484375,377.4399108886719,377.2799987792969,377.3699951171875,377.3699951171875,111165,
2023-07-26 09:48:00-04:00,377.3800048828125,377.4800109863281,377.1900024414063,377.2699890136719,377.2699890136719,132166,
2023-07-26 09:49:00-04:00,377.2799987792969,377.5150146484375,377.260009765625,377.3190002441406,377.3190002441406,148143,
2023-07-26 09:50:00-04:00,377.2900085449219,377.3500061035156,377.2000122070313,377.2401123046875,377.2401123046875,73641,
2023-07-26 09:51:00-04:00,377.2900085449219,377.4700012207031,377.25,377.3299865722656,377.3299865722656,77465,
2023-07-26 09:52:00-04:00,377.3200073242188,377.4700012207031,377.1600036621094,377.4200134277344,377.4200134277344,122419,
2023-07-26 09:53:00-04:00,377.4200134277344,377.7799987792969,377.3699951171875,377.7698059082031,377.7698059082031,120588,
2023-07-26 09:54:00-04:00,377.7587890625,377.8500061035156,377.5799865722656,377.7804870605469,377.7804870605469,117669,
2023-07-26 09:55:00-04:00,377.7699890136719,377.8299865722656,377.6499938964844,377.7749938964844,377.7749938964844,90349,
2023-07-26 09:56:00-04:00,377.7699890136719,377.8200073242188,377.489990234375,377.5199890136719,377.5199890136719,207055,
2023-07-26 09:57:00-04:00,377.5115966796875,377.7099914550781,377.4700012207031,377.6500854492188,377.6500854492188,96820,
2023-07-26 09:58:00-04:00,377.6499938964844,377.8900146484375,377.625,377.8599853515625,377.8599853515625,88034,
2023-07-26 09:59:00-04:00,377.868896484375,377.9299926757813,377.80999755859375,377.8699951171875,377.8699951171875,60801,
2023-07-26 10:00:00-04:00,377.8699951171875,378.0700073242188,377.739990234375,377.9798889160156,377.9798889160156,153165,
2023-07-26 10:01:00-04:00,377.9845886230469,378.0499877929688,377.8500061035156,377.9599914550781,377.9599914550781,115329,
2023-07-26 10:02:00-04:00,377.9700012207031,378.05999755859375,377.5700073242188,377.6059875488281,377.6059875488281,162081,
2023-07-26 10:03:00-04:00,377.6000061035156,377.7598876953125,377.6000061035156,377.6600036621094,377.6600036621094,90587,
